rating,date,comment
5,04/11/2018,"Zootropolis (Zootopia) was a part of my highly anticipated list of movies for this year. Sure, Deadpool looked amazing (and was, according to nearly everyone) and Batman V Superman was the NEXT BIG THING but there was just something about Zootropolis that made me so excited. After reviews started rolling in, it got me even more excited, Chris Stuckmann's review especially. (Link at the bottom of review) And now I finally got to watch it. And I can simply say that Zootropolis was...AMAZING! Oh by the way, this review is SPOILER FREE. The Story Zootropolis's story is about a passionate little bunny known as Judy Hopps. She wants to do good for the world and decides that she wants to be a cop. This isn't very common and many of the other animals show that but Judy thinks that everyone can be whoever they want to be. When she has her first case, she isn't given much so she teams up with a fox known as Nick Wilde to help her solve the case. I really like this story as Nick and Judy get to learn more about each other throughout the story and as well as that, it results in a really fun, family adventure. The Characters Oh my the characters. In my opinion, this is Zootropolis's strongest parts. They are just so likeable! And before I talk about them, I have to talk about how well the actors portray them. I think Ginnifer Goodwin did a brilliant job at voicing Judy and I haven't seen many movies with Jason Bateman as a voice of a character or a character but I think he did an excellent job as Nick. And I can't forget Idris Elba's performance as Chief Bogo (the one who gives out the cases) He nailed it. Alright, now what I thought about them. Judy Hopps and Nick Wilde steal the show completely. (well, they are the main characters)They both have strengths and weaknesses which show throughout the movie a lot and they do have some really funny, touching and quite crazy moments that I will not spoil. And even though Chief Bogo is that character who can be a bit of a jerk at the beginning, you come to see him from a different perspective when the movie goes on. There are many more characters that do a really good job but this section is already too big. On to the animation. The Animation As usual, Disney did a great job with the animation. The action scenes look great, the visuals are fantastic and the city itself is huge. I may now sound like i'm doing a video game review but i'm not. The city is beautiful with flying colors. (quite literally actually) So yeah, they did a really good job, as usual. The Comedy If you watch Chris Stuckmann's Review, he says that: ""It is more focused on it's story then making you laugh. And that's something I loved about it."" And I agree. I think the story is brilliant and because of it, when the jokes come up, there actually hilarious. The comedy is focused around children and adults so of course, there will be jokes where only the adults will laugh or only the children. According to other reviewers, the scene with ""Mr Big"" was paying homage to: ""The Godfather."" And even though I haven't seen The Godfather, the whole scene was really funny. This goes to show you what you're going to expect. And here's the final part of the review... The Serious Note/ The Message Now is when I talk to you about the serious note. This movie focuses on so many different subjects you don't think a Disney movie would ever cover. I actually quite like it because it adds a little more originality to it. If you have ever watched Happy Feet, it was trying to deliver a message. But the way they did was so childlike that it made it pointless for older kids or adults. But Zootopia did it with a more serious tone and a non forceful way that it really delivered it well. The Grade I love Zootropolis. It's message is brought well, it's animation is great, it's characters are awesome, it's comedy is hilarious, it's story is brilliant and it's serious tone makes it even better. This movie is defiantly 100% worth watching and i'm going to give it an A+ Chris Stuckmann's Review: https://www.youtube.com/watch?v=Du7wcFPBfIE"
3,04/11/2018,"A pretty good cartoon, had some iffy undertones and moments but overall quite enjoyable"
4,04/09/2018,such a charming and funny animated film with real good laughs and very likeable storyline. judy hopps really steal the show here.
5,04/03/2018,One of my favorite animated films.
5,03/31/2018,"Zootopia is an excellent offering from Disney to all its fan. This is a very well appreciated movie in 2016. Disney got perfect start in 2016 with all types of mixed emotions in this movie. I found Nick as the coolest character and loved its style and looks. Sly fox turned out to the most piratical mind in this world, could be counted as the most smartest mind. Cleverness of Nick was just superb. Pretty and cute Judy, was unstoppable on her way to try everything and achieve it. I count this as must watch movie for wide spectrum of audience. This has got something for everyone. Good piece of refreshment. Most colorful art and perfection will catch your sight."
5,03/31/2018,No one can deny that all Disney movies are terrific.
5,03/31/2018,Delightful and entertaining. Kids will love this adventure. I did too. I'd watch it again.
5,03/31/2018,Walt would be so proud :)
5,03/30/2018,"Honestly, a shockingly fantastic and entertaining movie. Hilarious."
5,03/30/2018,"It's fine, very cute. Nothing special though. Good songs in the movie"
5,03/30/2018,"Solid movie, little overboard with agenda, but takes it some good places as well!"
5,03/30/2018,"Five stars all the way. Family pleaser from the tiny tots to the oldies. This movie is everything! Funny, daring, original, and entertaining. Can't ask for anything more. Clever and snappy and all that you ever wanted as an adult forced to take the kids to a movie."
4,03/30/2018,It is doing brilliantly in showing us a diverse and amazing animated movie which clearly deserves a high rating
